Year,State,Income Level,Percent of Total,Number of Households
2011,Illinois,"$10,000 to $14,999",4.73%,"225,927"
2011,Illinois,"$15,000 to $19,999",5.06%,"241,648"
2011,Illinois,"$20,000 to $24,999",5.00%,"238,556"
2011,Illinois,"$25,000 to $29,999",4.89%,"233,471"
2011,Illinois,"$30,000 to $34,999",4.79%,"228,644"
2011,Illinois,"$35,000 to $39,999",4.58%,"218,757"
2011,Illinois,"$40,000 to $44,999",4.54%,"216,910"
2011,Illinois,"$45,000 to $49,999",4.05%,"193,331"
2011,Illinois,"$50,000 to $59,999",8.07%,"385,104"
2011,Illinois,"$60,000 to $74,999",10.47%,"499,519"
2011,Illinois,"$75,000 to $99,999",13.15%,"627,813"
2011,Illinois,"$100,000 to $124,999",8.59%,"409,929"
2011,Illinois,"$125,000 to $149,999",5.16%,"246,270"
2011,Illinois,"$150,000 to $199,999",5.11%,"243,765"
2011,Illinois,"$200,000 or more",5.00%,"238,852"
2011,Illinois,"Less than $10,000",6.80%,"324,506"
2011,Indiana,"$10,000 to $14,999",5.59%,"138,243"
2011,Indiana,"$15,000 to $19,999",5.64%,"139,400"
2011,Indiana,"$20,000 to $24,999",5.79%,"143,083"
2011,Indiana,"$25,000 to $29,999",5.88%,"145,307"
2011,Indiana,"$30,000 to $34,999",5.96%,"147,446"
2011,Indiana,"$35,000 to $39,999",5.45%,"134,834"
2011,Indiana,"$40,000 to $44,999",5.29%,"130,722"
2011,Indiana,"$45,000 to $49,999",4.67%,"115,466"
2011,Indiana,"$50,000 to $59,999",8.92%,"220,555"
2011,Indiana,"$60,000 to $74,999",10.96%,"270,962"
2011,Indiana,"$75,000 to $99,999",12.61%,"311,857"
2011,Indiana,"$100,000 to $124,999",6.98%,"172,729"
2011,Indiana,"$125,000 to $149,999",3.75%,"92,744"
2011,Indiana,"$150,000 to $199,999",2.95%,"73,020"
2011,Indiana,"$200,000 or more",2.43%,"60,165"
2011,Indiana,"Less than $10,000",7.13%,"176,337"
2011,Iowa,"$10,000 to $14,999",5.67%,"69,138"
2011,Iowa,"$15,000 to $19,999",5.59%,"68,155"
2011,Iowa,"$20,000 to $24,999",5.61%,"68,363"
2011,Iowa,"$25,000 to $29,999",5.66%,"69,001"
2011,Iowa,"$30,000 to $34,999",5.56%,"67,811"
2011,Iowa,"$35,000 to $39,999",5.41%,"65,953"
2011,Iowa,"$40,000 to $44,999",5.19%,"63,265"
2011,Iowa,"$45,000 to $49,999",4.73%,"57,686"
2011,Iowa,"$50,000 to $59,999",8.99%,"109,635"
2011,Iowa,"$60,000 to $74,999",11.56%,"140,912"
2011,Iowa,"$75,000 to $99,999",13.29%,"161,980"
2011,Iowa,"$100,000 to $124,999",7.46%,"90,993"
2011,Iowa,"$125,000 to $149,999",3.67%,"44,785"
2011,Iowa,"$150,000 to $199,999",3.02%,"36,837"
2011,Iowa,"$200,000 or more",2.46%,"29,992"
2011,Iowa,"Less than $10,000",6.12%,"74,631"
2011,Kansas,"$10,000 to $14,999",5.28%,"58,265"
2011,Kansas,"$15,000 to $19,999",5.42%,"59,857"
2011,Kansas,"$20,000 to $24,999",5.70%,"62,958"
2011,Kansas,"$25,000 to $29,999",5.69%,"62,882"
2011,Kansas,"$30,000 to $34,999",5.53%,"61,053"
2011,Kansas,"$35,000 to $39,999",5.43%,"59,975"
2011,Kansas,"$40,000 to $44,999",5.26%,"58,129"
2011,Kansas,"$45,000 to $49,999",4.69%,"51,823"
2011,Kansas,"$50,000 to $59,999",8.60%,"94,952"
2011,Kansas,"$60,000 to $74,999",10.88%,"120,128"
2011,Kansas,"$75,000 to $99,999",12.62%,"139,416"
2011,Kansas,"$100,000 to $124,999",7.65%,"84,484"
2011,Kansas,"$125,000 to $149,999",4.03%,"44,496"
2011,Kansas,"$150,000 to $199,999",3.63%,"40,106"
2011,Kansas,"$200,000 or more",3.18%,"35,088"
2011,Kansas,"Less than $10,000",6.42%,"70,867"
2011,Kentucky,"$10,000 to $14,999",7.27%,"122,141"
2011,Kentucky,"$15,000 to $19,999",6.67%,"112,108"
2011,Kentucky,"$20,000 to $24,999",6.35%,"106,711"
2011,Kentucky,"$25,000 to $29,999",5.97%,"100,332"
2011,Kentucky,"$30,000 to $34,999",5.83%,"98,008"
2011,Kentucky,"$35,000 to $39,999",5.27%,"88,659"
2011,Kentucky,"$40,000 to $44,999",5.08%,"85,449"
2011,Kentucky,"$45,000 to $49,999",4.43%,"74,507"
2011,Kentucky,"$50,000 to $59,999",8.12%,"136,443"
2011,Kentucky,"$60,000 to $74,999",9.69%,"162,844"
2011,Kentucky,"$75,000 to $99,999",10.93%,"183,726"
2011,Kentucky,"$100,000 to $124,999",6.15%,"103,383"
2011,Kentucky,"$125,000 to $149,999",3.24%,"54,445"
2011,Kentucky,"$150,000 to $199,999",2.53%,"42,508"
2011,Kentucky,"$200,000 or more",2.26%,"37,928"
2011,Kentucky,"Less than $10,000",10.23%,"171,893"
2011,Louisiana,"$10,000 to $14,999",7.06%,"118,274"
2011,Louisiana,"$15,000 to $19,999",6.67%,"111,684"
2011,Louisiana,"$20,000 to $24,999",6.10%,"102,179"
2011,Louisiana,"$25,000 to $29,999",5.82%,"97,409"
2011,Louisiana,"$30,000 to $34,999",5.47%,"91,589"
2011,Louisiana,"$35,000 to $39,999",4.97%,"83,185"
2011,Louisiana,"$40,000 to $44,999",4.86%,"81,399"
2011,Louisiana,"$45,000 to $49,999",4.22%,"70,616"
2011,Louisiana,"$50,000 to $59,999",7.52%,"126,034"
2011,Louisiana,"$60,000 to $74,999",9.29%,"155,661"
2011,Louisiana,"$75,000 to $99,999",11.23%,"188,064"
2011,Louisiana,"$100,000 to $124,999",6.83%,"114,387"
2011,Louisiana,"$125,000 to $149,999",3.85%,"64,542"
2011,Louisiana,"$150,000 to $199,999",3.38%,"56,639"
2011,Louisiana,"$200,000 or more",2.86%,"47,969"
2011,Louisiana,"Less than $10,000",9.88%,"165,466"
2011,Maine,"$10,000 to $14,999",6.46%,"35,608"
2011,Maine,"$15,000 to $19,999",5.97%,"32,939"
2011,Maine,"$20,000 to $24,999",6.13%,"33,800"
2011,Maine,"$25,000 to $29,999",5.73%,"31,628"
2011,Maine,"$30,000 to $34,999",5.74%,"31,662"
2011,Maine,"$35,000 to $39,999",5.16%,"28,468"
2011,Maine,"$40,000 to $44,999",5.15%,"28,406"
2011,Maine,"$45,000 to $49,999",4.63%,"25,535"
2011,Maine,"$50,000 to $59,999",8.74%,"48,236"
2011,Maine,"$60,000 to $74,999",11.06%,"60,999"
2011,Maine,"$75,000 to $99,999",12.54%,"69,190"
2011,Maine,"$100,000 to $124,999",6.89%,"38,016"
2011,Maine,"$125,000 to $149,999",3.54%,"19,547"
2011,Maine,"$150,000 to $199,999",3.02%,"16,662"
2011,Maine,"$200,000 or more",2.36%,"13,000"
2011,Maine,"Less than $10,000",6.87%,"37,905"
2011,Maryland,"$10,000 to $14,999",3.31%,"70,539"
2011,Maryland,"$15,000 to $19,999",3.29%,"69,958"
2011,Maryland,"$20,000 to $24,999",3.53%,"75,131"
2011,Maryland,"$25,000 to $29,999",3.66%,"77,910"
2011,Maryland,"$30,000 to $34,999",3.89%,"82,726"
2011,Maryland,"$35,000 to $39,999",3.73%,"79,389"
2011,Maryland,"$40,000 to $44,999",3.96%,"84,182"
2011,Maryland,"$45,000 to $49,999",3.56%,"75,740"
2011,Maryland,"$50,000 to $59,999",7.68%,"163,425"
2011,Maryland,"$60,000 to $74,999",10.04%,"213,641"
2011,Maryland,"$75,000 to $99,999",13.93%,"296,550"
2011,Maryland,"$100,000 to $124,999",10.61%,"225,900"
2011,Maryland,"$125,000 to $149,999",7.42%,"157,853"
2011,Maryland,"$150,000 to $199,999",8.33%,"177,375"
2011,Maryland,"$200,000 or more",8.06%,"171,527"
2011,Maryland,"Less than $10,000",5.01%,"106,531"
2011,Massachusetts,"$10,000 to $14,999",5.13%,"129,435"
2011,Massachusetts,"$15,000 to $19,999",4.32%,"109,064"
2011,Massachusetts,"$20,000 to $24,999",4.08%,"102,932"
2011,Massachusetts,"$25,000 to $29,999",3.81%,"96,152"
2011,Massachusetts,"$30,000 to $34,999",4.03%,"101,604"
2011,Massachusetts,"$35,000 to $39,999",3.70%,"93,312"
2011,Massachusetts,"$40,000 to $44,999",3.85%,"97,160"
2011,Massachusetts,"$45,000 to $49,999",3.55%,"89,560"
2011,Massachusetts,"$50,000 to $59,999",7.03%,"177,240"
2011,Massachusetts,"$60,000 to $74,999",9.48%,"239,046"
2011,Massachusetts,"$75,000 to $99,999",13.39%,"337,712"
2011,Massachusetts,"$100,000 to $124,999",9.92%,"250,179"
2011,Massachusetts,"$125,000 to $149,999",6.67%,"168,215"
2011,Massachusetts,"$150,000 to $199,999",7.29%,"183,992"
2011,Massachusetts,"$200,000 or more",7.24%,"182,735"
2011,Massachusetts,"Less than $10,000",6.50%,"164,071"
2011,Michigan,"$10,000 to $14,999",5.70%,"218,084"
2011,Michigan,"$15,000 to $19,999",5.78%,"220,968"
2011,Michigan,"$20,000 to $24,999",5.82%,"222,623"
2011,Michigan,"$25,000 to $29,999",5.59%,"213,918"
2011,Michigan,"$30,000 to $34,999",5.52%,"211,297"
2011,Michigan,"$35,000 to $39,999",5.20%,"198,856"
2011,Michigan,"$40,000 to $44,999",5.12%,"195,678"
2011,Michigan,"$45,000 to $49,999",4.47%,"170,871"
2011,Michigan,"$50,000 to $59,999",8.47%,"323,961"
2011,Michigan,"$60,000 to $74,999",10.24%,"391,793"
2011,Michigan,"$75,000 to $99,999",12.11%,"463,228"
2011,Michigan,"$100,000 to $124,999",7.36%,"281,389"
2011,Michigan,"$125,000 to $149,999",4.11%,"157,170"
2011,Michigan,"$150,000 to $199,999",3.66%,"139,877"
2011,Michigan,"$200,000 or more",2.93%,"111,963"
2011,Michigan,"Less than $10,000",7.93%,"303,506"
2011,Minnesota,"$10,000 to $14,999",4.62%,"96,772"
2011,Minnesota,"$15,000 to $19,999",4.70%,"98,492"
2011,Minnesota,"$20,000 to $24,999",4.54%,"95,086"
2011,Minnesota,"$25,000 to $29,999",4.72%,"98,847"
2011,Minnesota,"$30,000 to $34,999",4.78%,"100,030"
2011,Minnesota,"$35,000 to $39,999",4.63%,"97,059"
2011,Minnesota,"$40,000 to $44,999",4.76%,"99,607"
2011,Minnesota,"$45,000 to $49,999",4.18%,"87,582"
2011,Minnesota,"$50,000 to $59,999",8.51%,"178,169"
2011,Minnesota,"$60,000 to $74,999",11.27%,"236,069"
2011,Minnesota,"$75,000 to $99,999",14.26%,"298,649"
2011,Minnesota,"$100,000 to $124,999",9.08%,"190,176"
2011,Minnesota,"$125,000 to $149,999",5.16%,"107,983"
2011,Minnesota,"$150,000 to $199,999",4.82%,"100,941"
2011,Minnesota,"$200,000 or more",4.25%,"88,905"
2011,Minnesota,"Less than $10,000",5.73%,"119,898"
2011,Mississippi,"$10,000 to $14,999",8.26%,"89,679"
2011,Mississippi,"$15,000 to $19,999",7.45%,"80,840"
2011,Mississippi,"$20,000 to $24,999",6.78%,"73,543"
2011,Mississippi,"$25,000 to $29,999",6.20%,"67,241"
2011,Mississippi,"$30,000 to $34,999",5.81%,"63,046"
2011,Mississippi,"$35,000 to $39,999",5.39%,"58,453"
2011,Mississippi,"$40,000 to $44,999",4.83%,"52,390"
2011,Mississippi,"$45,000 to $49,999",4.29%,"46,501"
2011,Mississippi,"$50,000 to $59,999",7.81%,"84,695"
2011,Mississippi,"$60,000 to $74,999",9.13%,"99,069"
2011,Mississippi,"$75,000 to $99,999",10.05%,"109,100"
2011,Mississippi,"$100,000 to $124,999",5.45%,"59,092"
2011,Mississippi,"$125,000 to $149,999",2.75%,"29,789"
2011,Mississippi,"$150,000 to $199,999",2.39%,"25,975"
2011,Mississippi,"$200,000 or more",2.03%,"22,034"
2011,Mississippi,"Less than $10,000",11.39%,"123,615"
2011,Missouri,"$10,000 to $14,999",6.03%,"142,022"
2011,Missouri,"$15,000 to $19,999",5.89%,"138,588"
2011,Missouri,"$20,000 to $24,999",5.97%,"140,428"
2011,Missouri,"$25,000 to $29,999",5.90%,"138,906"
2011,Missouri,"$30,000 to $34,999",5.75%,"135,387"
2011,Missouri,"$35,000 to $39,999",5.37%,"126,486"
2011,Missouri,"$40,000 to $44,999",5.25%,"123,596"
2011,Missouri,"$45,000 to $49,999",4.58%,"107,730"
2011,Missouri,"$50,000 to $59,999",8.71%,"205,010"
2011,Missouri,"$60,000 to $74,999",10.34%,"243,347"
2011,Missouri,"$75,000 to $99,999",11.93%,"280,741"
2011,Missouri,"$100,000 to $124,999",6.86%,"161,399"
2011,Missouri,"$125,000 to $149,999",3.75%,"88,300"
2011,Missouri,"$150,000 to $199,999",3.24%,"76,263"
2011,Missouri,"$200,000 or more",2.72%,"64,065"
2011,Missouri,"Less than $10,000",7.72%,"181,836"
2011,Montana,"$10,000 to $14,999",6.39%,"25,774"
2011,Montana,"$15,000 to $19,999",6.56%,"26,485"
2011,Montana,"$20,000 to $24,999",6.42%,"25,920"
2011,Montana,"$25,000 to $29,999",6.20%,"25,001"
2011,Montana,"$30,000 to $34,999",6.11%,"24,656"
2011,Montana,"$35,000 to $39,999",5.53%,"22,299"
2011,Montana,"$40,000 to $44,999",5.27%,"21,254"
2011,Montana,"$45,000 to $49,999",4.95%,"19,985"
2011,Montana,"$50,000 to $59,999",8.81%,"35,533"
2011,Montana,"$60,000 to $74,999",10.56%,"42,604"
2011,Montana,"$75,000 to $99,999",11.85%,"47,826"
2011,Montana,"$100,000 to $124,999",6.41%,"25,874"
2011,Montana,"$125,000 to $149,999",3.18%,"12,812"
2011,Montana,"$150,000 to $199,999",2.53%,"10,219"
2011,Montana,"$200,000 or more",2.05%,"8,276"
2011,Montana,"Less than $10,000",7.18%,"28,977"
2011,Nebraska,"$10,000 to $14,999",5.57%,"39,830"
2011,Nebraska,"$15,000 to $19,999",5.44%,"38,909"
2011,Nebraska,"$20,000 to $24,999",5.74%,"41,115"
2011,Nebraska,"$25,000 to $29,999",5.63%,"40,317"
2011,Nebraska,"$30,000 to $34,999",5.83%,"41,709"
2011,Nebraska,"$35,000 to $39,999",5.25%,"37,560"
2011,Nebraska,"$40,000 to $44,999",5.17%,"36,969"
2011,Nebraska,"$45,000 to $49,999",4.52%,"32,374"
2011,Nebraska,"$50,000 to $59,999",9.19%,"65,790"
2011,Nebraska,"$60,000 to $74,999",11.24%,"80,431"
2011,Nebraska,"$75,000 to $99,999",13.18%,"94,334"
2011,Nebraska,"$100,000 to $124,999",7.40%,"52,974"
2011,Nebraska,"$125,000 to $149,999",3.79%,"27,150"
2011,Nebraska,"$150,000 to $199,999",3.15%,"22,574"
2011,Nebraska,"$200,000 or more",2.76%,"19,729"
2011,Nebraska,"Less than $10,000",6.14%,"43,938"
2011,Nevada,"$10,000 to $14,999",4.13%,"40,750"
2011,Nevada,"$15,000 to $19,999",4.72%,"46,571"
2011,Nevada,"$20,000 to $24,999",4.92%,"48,586"
2011,Nevada,"$25,000 to $29,999",5.33%,"52,611"
2011,Nevada,"$30,000 to $34,999",5.35%,"52,792"
2011,Nevada,"$35,000 to $39,999",4.85%,"47,824"
2011,Nevada,"$40,000 to $44,999",5.11%,"50,398"
2011,Nevada,"$45,000 to $49,999",4.46%,"43,994"
2011,Nevada,"$50,000 to $59,999",8.98%,"88,656"
2011,Nevada,"$60,000 to $74,999",11.46%,"113,127"
2011,Nevada,"$75,000 to $99,999",13.52%,"133,409"
2011,Nevada,"$100,000 to $124,999",8.32%,"82,111"
2011,Nevada,"$125,000 to $149,999",5.05%,"49,861"
2011,Nevada,"$150,000 to $199,999",4.32%,"42,671"
2011,Nevada,"$200,000 or more",3.61%,"35,644"
2011,Nevada,"Less than $10,000",5.85%,"57,736"
2011,New Hampshire,"$10,000 to $14,999",3.99%,"20,563"
2011,New Hampshire,"$15,000 to $19,999",3.80%,"19,548"
2011,New Hampshire,"$20,000 to $24,999",4.51%,"23,206"
2011,New Hampshire,"$25,000 to $29,999",4.34%,"22,350"
2011,New Hampshire,"$30,000 to $34,999",4.39%,"22,614"
2011,New Hampshire,"$35,000 to $39,999",4.41%,"22,705"
2011,New Hampshire,"$40,000 to $44,999",4.44%,"22,861"
2011,New Hampshire,"$45,000 to $49,999",4.09%,"21,045"
2011,New Hampshire,"$50,000 to $59,999",8.07%,"41,529"
2011,New Hampshire,"$60,000 to $74,999",10.96%,"56,434"
2011,New Hampshire,"$75,000 to $99,999",14.62%,"75,254"
2011,New Hampshire,"$100,000 to $124,999",10.30%,"53,049"
2011,New Hampshire,"$125,000 to $149,999",6.44%,"33,151"
2011,New Hampshire,"$150,000 to $199,999",6.24%,"32,118"
2011,New Hampshire,"$200,000 or more",4.98%,"25,658"
2011,New Hampshire,"Less than $10,000",4.43%,"22,784"
2011,New Jersey,"$10,000 to $14,999",3.87%,"123,004"
2011,New Jersey,"$15,000 to $19,999",3.96%,"126,048"
2011,New Jersey,"$20,000 to $24,999",3.90%,"123,902"
2011,New Jersey,"$25,000 to $29,999",4.02%,"127,943"
2011,New Jersey,"$30,000 to $34,999",3.88%,"123,403"
2011,New Jersey,"$35,000 to $39,999",3.67%,"116,878"
2011,New Jersey,"$40,000 to $44,999",3.79%,"120,542"
2011,New Jersey,"$45,000 to $49,999",3.42%,"108,734"
2011,New Jersey,"$50,000 to $59,999",7.16%,"227,658"
2011,New Jersey,"$60,000 to $74,999",9.42%,"299,482"
2011,New Jersey,"$75,000 to $99,999",13.25%,"421,305"
2011,New Jersey,"$100,000 to $124,999",10.35%,"329,359"
2011,New Jersey,"$125,000 to $149,999",7.16%,"227,680"
2011,New Jersey,"$150,000 to $199,999",8.17%,"259,775"
2011,New Jersey,"$200,000 or more",8.82%,"280,536"
2011,New Jersey,"Less than $10,000",5.17%,"164,605"
2011,New Mexico,"$10,000 to $14,999",6.41%,"48,812"
2011,New Mexico,"$15,000 to $19,999",6.24%,"47,540"
2011,New Mexico,"$20,000 to $24,999",6.57%,"50,046"
2011,New Mexico,"$25,000 to $29,999",5.84%,"44,535"
2011,New Mexico,"$30,000 to $34,999",5.87%,"44,702"
2011,New Mexico,"$35,000 to $39,999",5.35%,"40,774"
2011,New Mexico,"$40,000 to $44,999",5.02%,"38,287"
2011,New Mexico,"$45,000 to $49,999",4.52%,"34,417"
2011,New Mexico,"$50,000 to $59,999",7.88%,"60,050"
2011,New Mexico,"$60,000 to $74,999",9.63%,"73,355"
2011,New Mexico,"$75,000 to $99,999",11.19%,"85,299"
2011,New Mexico,"$100,000 to $124,999",6.62%,"50,466"
2011,New Mexico,"$125,000 to $149,999",3.75%,"28,562"
2011,New Mexico,"$150,000 to $199,999",3.40%,"25,930"
2011,New Mexico,"$200,000 or more",2.66%,"20,237"
2011,New Mexico,"Less than $10,000",9.05%,"68,990"
2011,New York,"$10,000 to $14,999",5.23%,"377,349"
2011,New York,"$15,000 to $19,999",5.01%,"361,856"
2011,New York,"$20,000 to $24,999",4.88%,"352,219"
2011,New York,"$25,000 to $29,999",4.65%,"335,537"
2011,New York,"$30,000 to $34,999",4.61%,"332,716"
2011,New York,"$35,000 to $39,999",4.22%,"304,265"
2011,New York,"$40,000 to $44,999",4.28%,"308,675"
2011,New York,"$45,000 to $49,999",3.73%,"269,251"
2011,New York,"$50,000 to $59,999",7.53%,"543,042"
2011,New York,"$60,000 to $74,999",9.57%,"690,273"
2011,New York,"$75,000 to $99,999",12.14%,"875,786"
2011,New York,"$100,000 to $124,999",8.43%,"608,511"
2011,New York,"$125,000 to $149,999",5.46%,"393,753"
2011,New York,"$150,000 to $199,999",5.84%,"421,066"
2011,New York,"$200,000 or more",6.55%,"472,295"
2011,New York,"Less than $10,000",7.89%,"569,093"
2011,North Carolina,"$10,000 to $14,999",6.35%,"232,518"
2011,North Carolina,"$15,000 to $19,999",6.01%,"220,391"
2011,North Carolina,"$20,000 to $24,999",5.94%,"217,829"
2011,North Carolina,"$25,000 to $29,999",5.89%,"215,749"
2011,North Carolina,"$30,000 to $34,999",5.89%,"215,981"
2011,North Carolina,"$35,000 to $39,999",5.33%,"195,173"
2011,North Carolina,"$40,000 to $44,999",5.09%,"186,345"
2011,North Carolina,"$45,000 to $49,999",4.60%,"168,586"
2011,North Carolina,"$50,000 to $59,999",8.38%,"306,912"
2011,North Carolina,"$60,000 to $74,999",10.07%,"369,001"
2011,North Carolina,"$75,000 to $99,999",11.40%,"417,611"
2011,North Carolina,"$100,000 to $124,999",6.62%,"242,440"
2011,North Carolina,"$125,000 to $149,999",3.72%,"136,149"
2011,North Carolina,"$150,000 to $199,999",3.39%,"124,300"
2011,North Carolina,"$200,000 or more",3.11%,"114,075"
2011,North Carolina,"Less than $10,000",8.22%,"301,059"
2011,North Dakota,"$10,000 to $14,999",5.83%,"16,255"
2011,North Dakota,"$15,000 to $19,999",5.47%,"15,246"
2011,North Dakota,"$20,000 to $24,999",5.66%,"15,771"
2011,North Dakota,"$25,000 to $29,999",5.71%,"15,909"
2011,North Dakota,"$30,000 to $34,999",5.96%,"16,614"
2011,North Dakota,"$35,000 to $39,999",5.01%,"13,962"
2011,North Dakota,"$40,000 to $44,999",5.05%,"14,079"
2011,North Dakota,"$45,000 to $49,999",4.33%,"12,070"
2011,North Dakota,"$50,000 to $59,999",8.42%,"23,462"
2011,North Dakota,"$60,000 to $74,999",11.25%,"31,345"
2011,North Dakota,"$75,000 to $99,999",13.15%,"36,648"
2011,North Dakota,"$100,000 to $124,999",7.44%,"20,729"
2011,North Dakota,"$125,000 to $149,999",3.74%,"10,416"
2011,North Dakota,"$150,000 to $199,999",2.81%,"7,828"
2011,North Dakota,"$200,000 or more",2.72%,"7,570"
2011,North Dakota,"Less than $10,000",7.45%,"20,765"
2011,Ohio,"$10,000 to $14,999",5.88%,"267,654"
2011,Ohio,"$15,000 to $19,999",5.79%,"263,729"
2011,Ohio,"$20,000 to $24,999",5.76%,"262,284"
2011,Ohio,"$25,000 to $29,999",5.59%,"254,393"
2011,Ohio,"$30,000 to $34,999",5.69%,"259,127"
2011,Ohio,"$35,000 to $39,999",5.28%,"240,621"
2011,Ohio,"$40,000 to $44,999",5.08%,"231,194"
2011,Ohio,"$45,000 to $49,999",4.50%,"204,865"
2011,Ohio,"$50,000 to $59,999",8.44%,"384,375"
2011,Ohio,"$60,000 to $74,999",10.64%,"484,532"
2011,Ohio,"$75,000 to $99,999",12.09%,"550,373"
2011,Ohio,"$100,000 to $124,999",7.15%,"325,409"
2011,Ohio,"$125,000 to $149,999",3.84%,"174,795"
2011,Ohio,"$150,000 to $199,999",3.44%,"156,516"
2011,Ohio,"$200,000 or more",2.76%,"125,730"
2011,Ohio,"Less than $10,000",8.09%,"368,410"
2011,Oklahoma,"$10,000 to $14,999",6.59%,"94,356"
2011,Oklahoma,"$15,000 to $19,999",6.34%,"90,907"
2011,Oklahoma,"$20,000 to $24,999",6.27%,"89,823"
2011,Oklahoma,"$25,000 to $29,999",6.40%,"91,628"
2011,Oklahoma,"$30,000 to $34,999",5.89%,"84,348"
2011,Oklahoma,"$35,000 to $39,999",5.53%,"79,215"
2011,Oklahoma,"$40,000 to $44,999",5.36%,"76,847"
2011,Oklahoma,"$45,000 to $49,999",4.51%,"64,612"
2011,Oklahoma,"$50,000 to $59,999",8.59%,"123,078"
2011,Oklahoma,"$60,000 to $74,999",10.07%,"144,250"
2011,Oklahoma,"$75,000 to $99,999",11.24%,"161,042"
2011,Oklahoma,"$100,000 to $124,999",6.35%,"91,038"
2011,Oklahoma,"$125,000 to $149,999",3.33%,"47,640"
2011,Oklahoma,"$150,000 to $199,999",2.74%,"39,282"
2011,Oklahoma,"$200,000 or more",2.46%,"35,206"
2011,Oklahoma,"Less than $10,000",8.34%,"119,463"
2011,Oregon,"$10,000 to $14,999",5.49%,"82,828"
2011,Oregon,"$15,000 to $19,999",5.67%,"85,525"
2011,Oregon,"$20,000 to $24,999",5.74%,"86,698"
2011,Oregon,"$25,000 to $29,999",5.56%,"83,882"
2011,Oregon,"$30,000 to $34,999",5.65%,"85,272"
2011,Oregon,"$35,000 to $39,999",5.24%,"79,033"
2011,Oregon,"$40,000 to $44,999",5.06%,"76,440"
2011,Oregon,"$45,000 to $49,999",4.48%,"67,637"
2011,Oregon,"$50,000 to $59,999",8.53%,"128,815"
2011,Oregon,"$60,000 to $74,999",10.74%,"162,056"
2011,Oregon,"$75,000 to $99,999",12.44%,"187,776"
2011,Oregon,"$100,000 to $124,999",7.33%,"110,643"
2011,Oregon,"$125,000 to $149,999",4.15%,"62,656"
2011,Oregon,"$150,000 to $199,999",3.61%,"54,458"
2011,Oregon,"$200,000 or more",3.08%,"46,431"
2011,Oregon,"Less than $10,000",7.25%,"109,404"
2011,Pennsylvania,"$10,000 to $14,999",5.66%,"280,290"
2011,Pennsylvania,"$15,000 to $19,999",5.62%,"278,376"
2011,Pennsylvania,"$20,000 to $24,999",5.48%,"271,452"
2011,Pennsylvania,"$25,000 to $29,999",5.34%,"264,584"
2011,Pennsylvania,"$30,000 to $34,999",5.30%,"262,402"
2011,Pennsylvania,"$35,000 to $39,999",4.89%,"242,356"
2011,Pennsylvania,"$40,000 to $44,999",4.86%,"240,757"
2011,Pennsylvania,"$45,000 to $49,999",4.29%,"212,315"
2011,Pennsylvania,"$50,000 to $59,999",8.42%,"417,107"
2011,Pennsylvania,"$60,000 to $74,999",10.48%,"518,905"
